[2025-02-12_11-29-04-497] Confidence: 0.90 | Text: hello | Audio: audio_logs/speech_2025-02-12_11-29-04-497.wav
[2025-02-12_12-05-11-717] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-05-11-717.wav
[2025-02-12_12-05-16-794] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-05-16-794.wav
[2025-02-12_12-05-21-829] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-05-21-829.wav
[2025-02-12_12-05-26-906] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-05-26-906.wav
[2025-02-12_12-05-31-941] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-05-31-941.wav
[2025-02-12_12-05-37-018] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-05-37-018.wav
[2025-02-12_12-05-42-053] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-05-42-053.wav
[2025-02-12_12-05-47-130] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-05-47-130.wav
[2025-02-12_12-05-52-165] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-05-52-165.wav
[2025-02-12_12-05-57-242] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-05-57-242.wav
[2025-02-12_12-06-02-277] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-06-02-277.wav
[2025-02-12_12-06-07-354] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-06-07-354.wav
[2025-02-12_12-06-12-389] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-06-12-389.wav
[2025-02-12_12-06-17-466] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-06-17-466.wav
[2025-02-12_12-06-22-501] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-06-22-501.wav
[2025-02-12_12-06-27-578] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-06-27-578.wav
[2025-02-12_12-06-32-612] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-06-32-612.wav
[2025-02-12_12-06-37-690] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-06-37-690.wav
[2025-02-12_12-06-42-725] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-06-42-725.wav
[2025-02-12_12-06-47-802] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-06-47-802.wav
[2025-02-12_12-06-52-836] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-06-52-836.wav
[2025-02-12_12-06-57-914] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-06-57-914.wav
[2025-02-12_12-07-02-948] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-07-02-948.wav
[2025-02-12_12-07-08-026] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-07-08-026.wav
[2025-02-12_12-07-13-060] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-07-13-060.wav
[2025-02-12_12-07-18-138] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-07-18-138.wav
[2025-02-12_12-07-23-173] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-07-23-173.wav
[2025-02-12_12-07-28-251] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-07-28-251.wav
[2025-02-12_12-07-33-286] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-07-33-286.wav
[2025-02-12_12-07-38-364] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-07-38-364.wav
[2025-02-12_12-07-43-399] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-07-43-399.wav
[2025-02-12_12-07-48-454] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-07-48-454.wav
[2025-02-12_12-07-53-511] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-07-53-511.wav
[2025-02-12_12-07-58-567] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-07-58-567.wav
[2025-02-12_12-08-03-624] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-08-03-624.wav
[2025-02-12_12-08-08-681] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-08-08-681.wav
[2025-02-12_12-08-13-738] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-08-13-738.wav
[2025-02-12_12-08-18-794] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-08-18-794.wav
[2025-02-12_12-08-23-850] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-08-23-850.wav
[2025-02-12_12-08-28-907] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-08-28-907.wav
[2025-02-12_12-08-33-963] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-08-33-963.wav
[2025-02-12_12-08-39-020] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-08-39-020.wav
[2025-02-12_12-08-44-076] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-08-44-076.wav
[2025-02-12_12-08-49-133] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-08-49-133.wav
[2025-02-12_12-08-54-189] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-08-54-189.wav
[2025-02-12_12-08-59-245] Confidence: 0.90 | Text: Boston Massachusetts | Audio: audio_logs/speech_2025-02-12_12-08-59-245.wav
[2025-02-12_12-09-04-302] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-09-04-302.wav
[2025-02-12_12-09-09-358] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-09-09-358.wav
[2025-02-12_12-09-14-414] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-09-14-414.wav
[2025-02-12_12-09-19-471] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-09-19-471.wav
[2025-02-12_12-09-24-527] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-09-24-527.wav
[2025-02-12_12-09-29-584] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-09-29-584.wav
[2025-02-12_12-09-34-640] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-09-34-640.wav
[2025-02-12_12-09-39-696] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-09-39-696.wav
[2025-02-12_12-09-44-753] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-09-44-753.wav
[2025-02-12_12-09-49-809] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-09-49-809.wav
[2025-02-12_12-09-54-865] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-09-54-865.wav
[2025-02-12_12-09-59-922] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-09-59-922.wav
[2025-02-12_12-10-04-978] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-10-04-978.wav
[2025-02-12_12-10-10-034] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-10-10-034.wav
[2025-02-12_12-10-15-091] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-10-15-091.wav
[2025-02-12_12-10-20-147] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-10-20-147.wav
[2025-02-12_12-10-25-203] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-10-25-203.wav
[2025-02-12_12-10-30-260] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-10-30-260.wav
[2025-02-12_12-10-35-316] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-10-35-316.wav
[2025-02-12_12-10-40-372] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-10-40-372.wav
[2025-02-12_12-10-45-429] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-10-45-429.wav
[2025-02-12_12-10-50-485] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-10-50-485.wav
[2025-02-12_12-10-55-541] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-10-55-541.wav
[2025-02-12_12-11-00-598] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-11-00-598.wav
[2025-02-12_12-11-05-654] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-11-05-654.wav
[2025-02-12_12-11-10-710] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-11-10-710.wav
[2025-02-12_12-11-15-767] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-11-15-767.wav
[2025-02-12_12-11-20-823] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-11-20-823.wav
[2025-02-12_12-11-25-879] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-11-25-879.wav
[2025-02-12_12-11-30-936] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-11-30-936.wav
[2025-02-12_12-11-35-992] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-11-35-992.wav
[2025-02-12_12-11-41-048] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-11-41-048.wav
[2025-02-12_12-11-46-104] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-11-46-104.wav
[2025-02-12_12-11-51-161] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-11-51-161.wav
[2025-02-12_12-11-56-217] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-11-56-217.wav
[2025-02-12_12-12-01-273] Confidence: 0.90 | Text: what's | Audio: audio_logs/speech_2025-02-12_12-12-01-273.wav
[2025-02-12_12-12-06-330] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-12-06-330.wav
[2025-02-12_12-12-11-386] Confidence: 0.90 | Text: every organization | Audio: audio_logs/speech_2025-02-12_12-12-11-386.wav
[2025-02-12_12-12-16-442] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-12-16-442.wav
[2025-02-12_12-12-21-498] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-12-21-498.wav
[2025-02-12_12-12-26-555] Confidence: 0.90 | Text: what does Stephanie talkative | Audio: audio_logs/speech_2025-02-12_12-12-26-555.wav
[2025-02-12_12-12-31-611] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-12-31-611.wav
[2025-02-12_12-12-36-667] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-12-36-667.wav
[2025-02-12_12-12-41-724] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-12-41-724.wav
[2025-02-12_12-12-46-780] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-12-46-780.wav
[2025-02-12_12-12-51-836] Confidence: 0.90 | Text: that's why he wants to switch careers when you come alive | Audio: audio_logs/speech_2025-02-12_12-12-51-836.wav
[2025-02-12_12-12-56-892] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-12-56-892.wav
[2025-02-12_12-13-01-949] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-13-01-949.wav
[2025-02-12_12-13-07-004] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-13-07-004.wav
[2025-02-12_12-13-12-061] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-13-12-061.wav
[2025-02-12_12-13-17-117] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-13-17-117.wav
[2025-02-12_12-13-22-174] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-13-22-174.wav
[2025-02-12_12-13-27-230] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-13-27-230.wav
[2025-02-12_12-13-32-286] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-13-32-286.wav
[2025-02-12_12-13-37-342] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-13-37-342.wav
[2025-02-12_12-13-42-399] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-13-42-399.wav
[2025-02-12_12-13-47-455] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-13-47-455.wav
[2025-02-12_12-13-52-511] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-13-52-511.wav
[2025-02-12_12-13-57-567] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-13-57-567.wav
[2025-02-12_12-14-02-624] Confidence: 0.90 | Text: shut up T-Mobile | Audio: audio_logs/speech_2025-02-12_12-14-02-624.wav
[2025-02-12_12-14-07-680] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-14-07-680.wav
[2025-02-12_12-14-12-736] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-14-12-736.wav
[2025-02-12_12-14-17-792] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-14-17-792.wav
[2025-02-12_12-14-22-849] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-14-22-849.wav
[2025-02-12_12-14-27-905] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-14-27-905.wav
[2025-02-12_12-14-32-961] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-14-32-961.wav
[2025-02-12_12-14-38-017] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-14-38-017.wav
[2025-02-12_12-14-43-073] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-14-43-073.wav
[2025-02-12_12-14-48-130] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-14-48-130.wav
[2025-02-12_12-14-53-186] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-14-53-186.wav
[2025-02-12_12-14-58-242] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-14-58-242.wav
[2025-02-12_12-15-03-298] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-15-03-298.wav
[2025-02-12_12-15-08-355] Confidence: 0.90 | Text: hey I got a question | Audio: audio_logs/speech_2025-02-12_12-15-08-355.wav
[2025-02-12_12-15-13-411] Confidence: 0.90 | Text: it's kind of a specialized question I'm looking | Audio: audio_logs/speech_2025-02-12_12-15-13-411.wav
[2025-02-12_12-15-18-467] Confidence: 0.90 | Text: for a ultrasound microphone | Audio: audio_logs/speech_2025-02-12_12-15-18-467.wav
[2025-02-12_12-15-23-523] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-15-23-523.wav
[2025-02-12_12-15-28-579] Confidence: 0.90 | Text: do you know me any story | Audio: audio_logs/speech_2025-02-12_12-15-28-579.wav
[2025-02-12_12-15-33-636] Confidence: 0.90 | Text: information | Audio: audio_logs/speech_2025-02-12_12-15-33-636.wav
[2025-02-12_12-15-38-692] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-15-38-692.wav
[2025-02-12_12-15-43-748] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-15-43-748.wav
[2025-02-12_12-15-48-804] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-15-48-804.wav
[2025-02-12_12-15-53-860] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-15-53-860.wav
[2025-02-12_12-15-58-917] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-15-58-917.wav
[2025-02-12_12-16-03-973] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-16-03-973.wav
[2025-02-12_12-16-09-029] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-16-09-029.wav
[2025-02-12_12-16-14-085] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-16-14-085.wav
[2025-02-12_12-16-19-141] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-16-19-141.wav
[2025-02-12_12-16-24-198] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-16-24-198.wav
[2025-02-12_12-16-29-254] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-16-29-254.wav
[2025-02-12_12-16-34-310] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-16-34-310.wav
[2025-02-12_12-16-39-366] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-16-39-366.wav
[2025-02-12_12-16-44-422] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-16-44-422.wav
[2025-02-12_12-16-49-479] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-16-49-479.wav
[2025-02-12_12-16-54-535] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-16-54-535.wav
[2025-02-12_12-16-59-590] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-16-59-590.wav
[2025-02-12_12-17-04-647] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-17-04-647.wav
[2025-02-12_12-17-09-703] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-17-09-703.wav
[2025-02-12_12-17-14-759] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-17-14-759.wav
[2025-02-12_12-17-19-816] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-17-19-816.wav
[2025-02-12_12-17-24-872] Confidence: 0.90 | Text: Ghostbusters songs | Audio: audio_logs/speech_2025-02-12_12-17-24-872.wav
[2025-02-12_12-17-29-928] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-17-29-928.wav
[2025-02-12_12-17-34-984] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-17-34-984.wav
[2025-02-12_12-17-40-040] Confidence: 0.90 | Text: play Christmas songs for baby by the other pick up anything in the | Audio: audio_logs/speech_2025-02-12_12-17-40-040.wav
[2025-02-12_12-17-45-096] Confidence: 0.90 | Text: range between like | Audio: audio_logs/speech_2025-02-12_12-17-45-096.wav
[2025-02-12_12-17-50-153] Confidence: 0.90 | Text: how about 20,000 Hertz up till like possibly | Audio: audio_logs/speech_2025-02-12_12-17-50-153.wav
[2025-02-12_12-17-55-209] Confidence: 0.90 | Text: 65,000 Hertz | Audio: audio_logs/speech_2025-02-12_12-17-55-209.wav
[2025-02-12_12-18-00-265] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-18-00-265.wav
[2025-02-12_12-18-05-321] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-18-05-321.wav
[2025-02-12_12-18-10-441] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-18-10-441.wav
[2025-02-12_12-18-15-497] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-18-15-497.wav
[2025-02-12_12-18-20-554] Confidence: 0.90 | Text: hey | Audio: audio_logs/speech_2025-02-12_12-18-20-554.wav
[2025-02-12_12-18-25-610] Confidence: 0.90 | Text: do you guys carry ultrasound microphones or | Audio: audio_logs/speech_2025-02-12_12-18-25-610.wav
[2025-02-12_12-18-30-666] Confidence: 0.90 | Text: infrasound microphone | Audio: audio_logs/speech_2025-02-12_12-18-30-666.wav
[2025-02-12_12-18-35-722] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-18-35-722.wav
[2025-02-12_12-18-40-778] Confidence: 0.90 | Text: I found one place online that that sells | Audio: audio_logs/speech_2025-02-12_12-18-40-778.wav
[2025-02-12_12-18-45-834] Confidence: 0.90 | Text: turn on microphone but it didn't look like a very high quality one it just look like something | Audio: audio_logs/speech_2025-02-12_12-18-45-834.wav
[2025-02-12_12-18-50-891] Confidence: 0.90 | Text: almost looks like a Wi-Fi | Audio: audio_logs/speech_2025-02-12_12-18-50-891.wav
[2025-02-12_12-18-55-947] Confidence: 0.90 | Text: I don't know | Audio: audio_logs/speech_2025-02-12_12-18-55-947.wav
[2025-02-12_12-19-01-003] Confidence: 0.90 | Text: no not not like culture sound like Imaging | Audio: audio_logs/speech_2025-02-12_12-19-01-003.wav
[2025-02-12_12-19-06-059] Confidence: 0.90 | Text: so basically ult | Audio: audio_logs/speech_2025-02-12_12-19-06-059.wav
[2025-02-12_12-19-11-115] Confidence: 0.90 | Text: you know any anything about normal human hearing | Audio: audio_logs/speech_2025-02-12_12-19-11-115.wav
[2025-02-12_12-19-16-171] Confidence: 0.90 | Text: you know anything about | Audio: audio_logs/speech_2025-02-12_12-19-16-171.wav
[2025-02-12_12-19-21-227] Confidence: 0.90 | Text: 1,000 HZ | Audio: audio_logs/speech_2025-02-12_12-19-21-227.wav
[2025-02-12_12-19-26-284] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-19-26-284.wav
[2025-02-12_12-19-31-340] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-19-31-340.wav
[2025-02-12_12-19-36-396] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-19-36-396.wav
[2025-02-12_12-19-41-452] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-19-41-452.wav
[2025-02-12_12-19-46-508] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-19-46-508.wav
[2025-02-12_12-19-51-564] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-19-51-564.wav
[2025-02-12_12-19-56-620] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-19-56-620.wav
[2025-02-12_12-20-01-677] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-20-01-677.wav
[2025-02-12_12-20-06-733] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-20-06-733.wav
[2025-02-12_12-20-11-789] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-20-11-789.wav
[2025-02-12_12-20-16-845] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-20-16-845.wav
[2025-02-12_12-20-21-901] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-20-21-901.wav
[2025-02-12_12-20-26-957] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-20-26-957.wav
[2025-02-12_12-20-32-014] Confidence: 0.90 | Text: 1 minute | Audio: audio_logs/speech_2025-02-12_12-20-32-014.wav
[2025-02-12_12-20-37-070] Confidence: 0.90 | Text: play pull up the website real quick | Audio: audio_logs/speech_2025-02-12_12-20-37-070.wav
[2025-02-12_12-20-42-126] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-20-42-126.wav
[2025-02-12_12-20-47-182] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-20-47-182.wav
[2025-02-12_12-20-52-238] Confidence: 0.90 | Text: it's from a website called | Audio: audio_logs/speech_2025-02-12_12-20-52-238.wav
[2025-02-12_12-20-57-294] Confidence: 0.90 | Text: download tronic and the brand name is | Audio: audio_logs/speech_2025-02-12_12-20-57-294.wav
[2025-02-12_12-21-02-350] Confidence: 0.90 | Text: Ultra Mike and it's | Audio: audio_logs/speech_2025-02-12_12-21-02-350.wav
[2025-02-12_12-21-07-406] Confidence: 0.90 | Text: 84 K Evo and it says | Audio: audio_logs/speech_2025-02-12_12-21-07-406.wav
[2025-02-12_12-21-12-462] Confidence: 0.90 | Text: pics of | Audio: audio_logs/speech_2025-02-12_12-21-12-462.wav
