[2025-02-12_13-20-12-028] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-20-12-028.wav
[2025-02-12_15-02-23-989] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-02-23-989.wav
[2025-02-12_15-02-29-045] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-02-29-045.wav
[2025-02-12_15-02-34-101] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-02-34-101.wav
[2025-02-12_15-02-39-156] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-02-39-156.wav
[2025-02-12_15-02-44-212] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-02-44-212.wav
[2025-02-12_15-02-49-268] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-02-49-268.wav
[2025-02-12_15-02-54-323] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-02-54-323.wav
[2025-02-12_15-02-59-379] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-02-59-379.wav
[2025-02-12_15-03-04-435] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-03-04-435.wav
[2025-02-12_15-03-09-491] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-03-09-491.wav
[2025-02-12_15-03-14-546] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-03-14-546.wav
[2025-02-12_15-03-19-602] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-03-19-602.wav
[2025-02-12_15-03-24-658] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-03-24-658.wav
[2025-02-12_15-03-29-714] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-03-29-714.wav
[2025-02-12_15-03-34-769] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-03-34-769.wav
[2025-02-12_15-03-39-825] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-03-39-825.wav
[2025-02-12_15-03-44-881] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-03-44-881.wav
[2025-02-12_15-03-49-937] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-03-49-937.wav
[2025-02-12_15-03-54-992] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-03-54-992.wav
[2025-02-12_15-04-00-048] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-04-00-048.wav
[2025-02-12_15-04-05-104] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-04-05-104.wav
[2025-02-12_15-04-10-160] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-04-10-160.wav
[2025-02-12_15-04-15-215] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-04-15-215.wav
[2025-02-12_15-04-20-271] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-04-20-271.wav
[2025-02-12_15-04-25-327] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-04-25-327.wav
[2025-02-12_15-04-30-383] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-04-30-383.wav
[2025-02-12_15-04-35-438] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-04-35-438.wav
[2025-02-12_15-04-40-494] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-04-40-494.wav
[2025-02-12_15-04-45-550] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-04-45-550.wav
[2025-02-12_15-04-50-606] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-04-50-606.wav
[2025-02-12_15-04-55-662] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-04-55-662.wav
[2025-02-12_15-05-00-717] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-05-00-717.wav
[2025-02-12_15-05-05-773] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-05-05-773.wav
[2025-02-12_15-05-10-829] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-05-10-829.wav
[2025-02-12_15-05-15-885] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-05-15-885.wav
[2025-02-12_15-05-20-940] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-05-20-940.wav
[2025-02-12_15-05-25-996] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-05-25-996.wav
[2025-02-12_15-05-31-052] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-05-31-052.wav
[2025-02-12_15-05-36-108] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-05-36-108.wav
[2025-02-12_15-05-41-164] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-05-41-164.wav
[2025-02-12_15-05-46-219] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-05-46-219.wav
[2025-02-12_15-05-51-275] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-05-51-275.wav
[2025-02-12_15-05-56-331] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-05-56-331.wav
[2025-02-12_15-06-01-387] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-06-01-387.wav
[2025-02-12_15-06-06-443] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-06-06-443.wav
[2025-02-12_15-06-11-498] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-06-11-498.wav
[2025-02-12_15-06-16-554] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-06-16-554.wav
[2025-02-12_15-06-21-610] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-06-21-610.wav
[2025-02-12_15-06-26-666] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-06-26-666.wav
[2025-02-12_15-06-31-722] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-06-31-722.wav
[2025-02-12_15-06-36-778] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-06-36-778.wav
[2025-02-12_15-06-41-834] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-06-41-834.wav
[2025-02-12_15-06-46-889] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-06-46-889.wav
[2025-02-12_15-06-51-945] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-06-51-945.wav
[2025-02-12_15-06-57-001] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-06-57-001.wav
[2025-02-12_15-07-02-057] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-07-02-057.wav
[2025-02-12_15-07-07-113] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-07-07-113.wav
[2025-02-12_15-07-12-169] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-07-12-169.wav
[2025-02-12_15-07-17-224] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-07-17-224.wav
[2025-02-12_15-07-22-280] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-07-22-280.wav
[2025-02-12_15-07-27-336] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-07-27-336.wav
[2025-02-12_15-07-32-392] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-07-32-392.wav
[2025-02-12_15-07-37-447] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-07-37-447.wav
[2025-02-12_15-07-42-504] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-07-42-504.wav
[2025-02-12_15-07-47-559] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-07-47-559.wav
[2025-02-12_15-07-52-615] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-07-52-615.wav
[2025-02-12_15-07-57-671] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-07-57-671.wav
[2025-02-12_15-08-02-727] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-08-02-727.wav
[2025-02-12_15-08-07-783] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-08-07-783.wav
[2025-02-12_15-08-12-839] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-08-12-839.wav
[2025-02-12_15-08-17-895] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-08-17-895.wav
[2025-02-12_15-08-22-950] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-08-22-950.wav
[2025-02-12_15-08-28-006] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-08-28-006.wav
[2025-02-12_15-08-33-062] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-08-33-062.wav
[2025-02-12_15-08-38-118] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-08-38-118.wav
[2025-02-12_15-08-43-174] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-08-43-174.wav
[2025-02-12_15-08-48-230] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-08-48-230.wav
[2025-02-12_15-08-53-286] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-08-53-286.wav
[2025-02-12_15-08-58-342] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-08-58-342.wav
[2025-02-12_15-09-03-397] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-09-03-397.wav
[2025-02-12_15-09-08-453] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-09-08-453.wav
[2025-02-12_15-09-13-509] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-09-13-509.wav
[2025-02-12_15-09-18-565] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-09-18-565.wav
[2025-02-12_15-09-23-621] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-09-23-621.wav
[2025-02-12_15-09-28-677] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-09-28-677.wav
[2025-02-12_15-09-33-733] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-09-33-733.wav
[2025-02-12_15-09-38-788] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-09-38-788.wav
[2025-02-12_15-09-43-844] Confidence: 0.90 | Text: 400 number | Audio: audio_logs/speech_2025-02-12_15-09-43-844.wav
[2025-02-12_15-09-48-964] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-09-48-964.wav
[2025-02-12_15-09-54-020] Confidence: 0.90 | Text: Pandora I want you | Audio: audio_logs/speech_2025-02-12_15-09-54-020.wav
[2025-02-12_15-09-59-076] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-09-59-076.wav
[2025-02-12_15-10-04-132] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-10-04-132.wav
[2025-02-12_15-10-09-188] Confidence: 0.90 | Text: RTD artery disease | Audio: audio_logs/speech_2025-02-12_15-10-09-188.wav
[2025-02-12_15-10-14-244] Confidence: 0.90 | Text: set alarm for | Audio: audio_logs/speech_2025-02-12_15-10-14-244.wav
[2025-02-12_15-10-19-300] Confidence: 0.90 | Text: navigate to City | Audio: audio_logs/speech_2025-02-12_15-10-19-300.wav
[2025-02-12_15-10-24-356] Confidence: 0.90 | Text: what's the temperature | Audio: audio_logs/speech_2025-02-12_15-10-24-356.wav
[2025-02-12_15-10-29-412] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-10-29-412.wav
[2025-02-12_15-10-34-467] Confidence: 0.90 | Text: play music YouTube | Audio: audio_logs/speech_2025-02-12_15-10-34-467.wav
[2025-02-12_15-10-39-523] Confidence: 0.90 | Text: play Kiss 95.6 seconds 2016 | Audio: audio_logs/speech_2025-02-12_15-10-39-523.wav
[2025-02-12_15-10-44-579] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-10-44-579.wav
[2025-02-12_15-10-49-635] Confidence: 0.90 | Text: did you hear everything on Google | Audio: audio_logs/speech_2025-02-12_15-10-49-635.wav
[2025-02-12_15-10-54-691] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-10-54-691.wav
[2025-02-12_15-10-59-747] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-10-59-747.wav
[2025-02-12_15-11-04-803] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-11-04-803.wav
[2025-02-12_15-11-09-859] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-11-09-859.wav
[2025-02-12_15-11-14-915] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-11-14-915.wav
[2025-02-12_15-11-19-971] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-11-19-971.wav
[2025-02-12_15-11-25-026] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-11-25-026.wav
[2025-02-12_15-11-30-082] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-11-30-082.wav
[2025-02-12_15-11-35-138] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-11-35-138.wav
[2025-02-12_15-11-40-194] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-11-40-194.wav
[2025-02-12_15-11-45-250] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-11-45-250.wav
[2025-02-12_15-11-50-306] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-11-50-306.wav
[2025-02-12_15-11-55-362] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-11-55-362.wav
[2025-02-12_15-12-00-418] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-12-00-418.wav
[2025-02-12_15-12-05-474] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-12-05-474.wav
[2025-02-12_15-12-10-530] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-12-10-530.wav
[2025-02-12_15-12-15-586] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-12-15-586.wav
[2025-02-12_15-12-20-642] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-12-20-642.wav
[2025-02-12_15-12-25-698] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-12-25-698.wav
[2025-02-12_15-12-30-754] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-12-30-754.wav
[2025-02-12_15-12-35-809] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-12-35-809.wav
[2025-02-12_15-12-40-865] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-12-40-865.wav
[2025-02-12_15-12-45-921] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-12-45-921.wav
[2025-02-12_15-12-50-977] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-12-50-977.wav
[2025-02-12_15-12-56-033] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-12-56-033.wav
[2025-02-12_15-13-01-089] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-13-01-089.wav
[2025-02-12_15-13-06-145] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-13-06-145.wav
[2025-02-12_15-13-11-201] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-13-11-201.wav
[2025-02-12_15-13-16-257] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-13-16-257.wav
[2025-02-12_15-13-21-313] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-13-21-313.wav
[2025-02-12_15-13-26-369] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-13-26-369.wav
[2025-02-12_15-13-31-425] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-13-31-425.wav
[2025-02-12_15-13-36-481] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-13-36-481.wav
[2025-02-12_15-13-41-537] Confidence: 0.90 | Text: welcome to | Audio: audio_logs/speech_2025-02-12_15-13-41-537.wav
[2025-02-12_15-13-46-593] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-13-46-593.wav
[2025-02-12_15-13-51-648] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-13-51-648.wav
[2025-02-12_15-13-56-704] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-13-56-704.wav
[2025-02-12_15-14-01-760] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-14-01-760.wav
[2025-02-12_15-14-06-816] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-14-06-816.wav
[2025-02-12_15-14-11-872] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-14-11-872.wav
[2025-02-12_15-14-16-928] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-14-16-928.wav
[2025-02-12_15-14-21-984] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-14-21-984.wav
[2025-02-12_15-14-27-040] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-14-27-040.wav
[2025-02-12_15-14-32-096] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-14-32-096.wav
[2025-02-12_15-14-37-153] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-14-37-153.wav
[2025-02-12_15-14-42-208] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-14-42-208.wav
[2025-02-12_15-14-47-264] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-14-47-264.wav
[2025-02-12_15-14-52-320] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-14-52-320.wav
[2025-02-12_15-14-57-376] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-14-57-376.wav
[2025-02-12_15-15-02-432] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-15-02-432.wav
[2025-02-12_15-15-07-487] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-15-07-487.wav
[2025-02-12_15-15-12-544] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-15-12-544.wav
[2025-02-12_15-15-17-600] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-15-17-600.wav
[2025-02-12_15-15-22-656] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-15-22-656.wav
[2025-02-12_15-15-27-712] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-15-27-712.wav
[2025-02-12_15-15-32-767] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-15-32-767.wav
[2025-02-12_15-15-37-823] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-15-37-823.wav
[2025-02-12_15-15-42-879] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-15-42-879.wav
[2025-02-12_15-15-47-935] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-15-47-935.wav
[2025-02-12_15-15-52-991] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-15-52-991.wav
[2025-02-12_15-15-58-047] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-15-58-047.wav
[2025-02-12_15-16-03-103] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-16-03-103.wav
[2025-02-12_15-16-08-159] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-16-08-159.wav
[2025-02-12_15-16-13-215] Confidence: 0.90 | Text: Springs Craigslist | Audio: audio_logs/speech_2025-02-12_15-16-13-215.wav
[2025-02-12_15-16-18-271] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-16-18-271.wav
[2025-02-12_15-16-23-327] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-16-23-327.wav
[2025-02-12_15-16-28-383] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-16-28-383.wav
[2025-02-12_15-16-33-439] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-16-33-439.wav
[2025-02-12_15-16-38-495] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-16-38-495.wav
[2025-02-12_15-16-43-551] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-16-43-551.wav
[2025-02-12_15-16-48-607] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-16-48-607.wav
[2025-02-12_15-16-53-662] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-16-53-662.wav
[2025-02-12_15-16-58-719] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-16-58-719.wav
[2025-02-12_15-17-03-774] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-17-03-774.wav
[2025-02-12_15-17-08-831] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-17-08-831.wav
[2025-02-12_15-17-13-887] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-17-13-887.wav
[2025-02-12_15-17-18-943] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-17-18-943.wav
[2025-02-12_15-17-23-999] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-17-23-999.wav
[2025-02-12_15-17-29-055] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-17-29-055.wav
[2025-02-12_15-17-34-111] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-17-34-111.wav
[2025-02-12_15-17-39-167] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-17-39-167.wav
[2025-02-12_15-17-44-223] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-17-44-223.wav
[2025-02-12_15-17-49-279] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-17-49-279.wav
[2025-02-12_15-17-54-335] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-17-54-335.wav
[2025-02-12_15-17-59-391] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-17-59-391.wav
[2025-02-12_15-18-04-446] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-18-04-446.wav
[2025-02-12_15-18-09-503] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-18-09-503.wav
[2025-02-12_15-18-14-559] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-18-14-559.wav
[2025-02-12_15-18-19-614] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-18-19-614.wav
[2025-02-12_15-18-24-671] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-18-24-671.wav
