[2025-02-12_16-45-10-217] Confidence: 0.90 | Text: hello | Audio: audio_logs/speech_2025-02-12_16-45-10-217.wav | Frequencies: [np.float64(1.0126307604676184), np.float64(1.0126307604676184), np.float64(1.0849615290724484), np.float64(1.0849615290724484), np.float64(1.1572922976772781), np.float64(1.1572922976772781), np.float64(1.229623066282108), np.float64(1.229623066282108), np.float64(1.301953834886938), np.float64(1.301953834886938)] | Type: Infrasound Detected
[2025-02-12_17-03-23-860] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-03-23-860.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(19.45715267355021), np.float64(43.54351639210864), np.float64(6.943816567512342), np.float64(62.060360572141555), np.float64(33.12779154084013), np.float64(37.901665431004865), np.float64(65.89392596878899), np.float64(24.014032295980183), np.float64(72.54841684598833)] | Type: Normal Sound Range
[2025-02-12_17-03-28-894] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-03-28-894.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(19.45715267355021), np.float64(7.30547368040361), np.float64(43.54351639210864), np.float64(63.000669065658855), np.float64(10.922044809316288), np.float64(32.5491401602141), np.float64(37.901665431004865), np.float64(48.89604166289941), np.float64(56.346178188459525)] | Type: Normal Sound Range
[2025-02-12_17-03-33-908] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-03-33-908.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(19.45715267355021), np.float64(7.160810835247102), np.float64(43.54351639210864), np.float64(63.000669065658855), np.float64(33.851105766622666), np.float64(23.3630494927759), np.float64(12.007016147990091), np.float64(81.51751324569176), np.float64(38.55264823420915)] | Type: Normal Sound Range
[2025-02-12_17-03-38-921] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-03-38-921.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(19.45715267355021), np.float64(4.629211045008228), np.float64(43.54351639210864), np.float64(64.23030324948917), np.float64(35.80405417623551), np.float64(79.85389052639194), np.float64(30.596191750601257), np.float64(56.201515343303015), np.float64(84.55543299397841)] | Type: Normal Sound Range
[2025-02-12_17-03-43-934] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-03-43-934.wav | Frequencies: [np.float64(0.506319958047775), np.float64(19.45715267355021), np.float64(7.160810835247102), np.float64(43.54351639210864), np.float64(63.36232617855012), np.float64(23.3630494927759), np.float64(30.596191750601257), np.float64(39.42062530514819), np.float64(85.78506717780873), np.float64(81.95150178116128)] | Type: Normal Sound Range
[2025-02-12_17-03-48-947] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-03-48-947.wav | Frequencies: [np.float64(0.8679770709390427), np.float64(19.45715267355021), np.float64(6.220502341729806), np.float64(43.54351639210864), np.float64(63.073000488237106), np.float64(48.89604166289941), np.float64(31.31950597638379), np.float64(23.580043760510662), np.float64(36.5996998245963), np.float64(66.90656588488454)] | Type: Normal Sound Range
[2025-02-12_17-03-53-961] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-03-53-961.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(19.45715267355021), np.float64(4.701542467586481), np.float64(43.54351639210864), np.float64(78.69658776513988), np.float64(10.271062006112006), np.float64(37.901665431004865), np.float64(23.435380915354155), np.float64(63.651651868863134), np.float64(85.2064157971827)] | Type: Normal Sound Range
[2025-02-12_17-03-58-974] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-03-58-974.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(19.45715267355021), np.float64(4.629211045008228), np.float64(43.54351639210864), np.float64(63.651651868863134), np.float64(33.70644292146616), np.float64(10.126399160955499), np.float64(37.82933400842661), np.float64(25.60532359270176), np.float64(84.19377588108715)] | Type: Normal Sound Range
[2025-02-12_17-04-03-987] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-04-03-987.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(19.45715267355021), np.float64(6.075839496573299), np.float64(63.21766333339362), np.float64(43.54351639210864), np.float64(23.218386647619393), np.float64(10.198730583533752), np.float64(67.1235601526193), np.float64(33.70644292146616), np.float64(39.492956727726444)] | Type: Normal Sound Range
[2025-02-12_17-04-09-000] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-04-09-000.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(19.45715267355021), np.float64(4.339885354695213), np.float64(43.54351639210864), np.float64(34.21276287951393), np.float64(24.882009366919224), np.float64(65.0982803204282), np.float64(10.271062006112006), np.float64(84.26610730366541), np.float64(56.201515343303015)] | Type: Normal Sound Range
[2025-02-12_17-04-14-014] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-04-14-014.wav | Frequencies: [np.float64(0.7956456483607892), np.float64(19.45715267355021), np.float64(43.54351639210864), np.float64(5.931176651416792), np.float64(64.37496609464567), np.float64(55.98452107556826), np.float64(33.56178007630965), np.float64(23.652375183088914), np.float64(10.632719119003273), np.float64(37.901665431004865)] | Type: Normal Sound Range
[2025-02-12_17-04-19-048] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-04-19-048.wav | Frequencies: [np.float64(0.9403084935172963), np.float64(19.45715267355021), np.float64(6.943816567512342), np.float64(43.54351639210864), np.float64(25.026672212075734), np.float64(32.983128695683625), np.float64(62.42201768503283), np.float64(66.32791450425852), np.float64(36.67203124717456), np.float64(81.300518977957)] | Type: Normal Sound Range
[2025-02-12_17-04-24-064] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-04-24-064.wav | Frequencies: [np.float64(2.314605522504114), np.float64(19.45715267355021), np.float64(43.54351639210864), np.float64(64.73662320753694), np.float64(6.509828032042821), np.float64(33.851105766622666), np.float64(25.17133505723224), np.float64(10.488056273846766), np.float64(78.62425634256162), np.float64(86.14672429069999)] | Type: Normal Sound Range
[2025-02-12_17-04-29-075] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-04-29-075.wav | Frequencies: [np.float64(0.650982803204282), np.float64(19.45715267355021), np.float64(4.484548199851721), np.float64(43.54351639210864), np.float64(64.15797182691091), np.float64(24.086363718558438), np.float64(32.838465850527115), np.float64(84.33843872624365), np.float64(36.52736840201805), np.float64(60.396737852841724)] | Type: Normal Sound Range
[2025-02-12_17-04-34-088] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-04-34-088.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(19.45715267355021), np.float64(63.000669065658855), np.float64(4.773873890164735), np.float64(43.54351639210864), np.float64(25.315997902388748), np.float64(84.91709010686968), np.float64(30.740854595757764), np.float64(11.066707654472795), np.float64(37.5400083181136)] | Type: Normal Sound Range
[2025-02-12_17-04-39-102] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-04-39-102.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(19.45715267355021), np.float64(5.641850961103778), np.float64(43.54351639210864), np.float64(62.56668053018933), np.float64(9.620079202907723), np.float64(78.62425634256162), np.float64(66.68957161714978), np.float64(55.7675268078335), np.float64(32.5491401602141)] | Type: Normal Sound Range
[2025-02-12_17-04-44-115] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-04-44-115.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(19.45715267355021), np.float64(4.701542467586481), np.float64(64.66429178495868), np.float64(43.54351639210864), np.float64(24.59268367660621), np.float64(57.792806640024594), np.float64(84.04911303593065), np.float64(9.33075351259471), np.float64(34.646751414983456)] | Type: Normal Sound Range
[2025-02-12_17-04-49-128] Confidence: 0.90 | Text: what is the ultimate | Audio: audio_logs/speech_2025-02-12_17-04-49-128.wav | Frequencies: [np.float64(1.8082855644563391), np.float64(19.45715267355021), np.float64(5.858845228838539), np.float64(43.54351639210864), np.float64(62.928337643080596), np.float64(9.981736315798992), np.float64(34.21276287951393), np.float64(38.046328276161375), np.float64(67.41288584293233), np.float64(23.435380915354155)] | Type: Normal Sound Range
[2025-02-12_17-04-54-142] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-04-54-142.wav | Frequencies: [np.float64(0.506319958047775), np.float64(19.45715267355021), np.float64(4.846205312742988), np.float64(33.634111498887904), np.float64(64.66429178495868), np.float64(43.54351639210864), np.float64(9.981736315798992), np.float64(83.47046165530462), np.float64(24.231026563714945), np.float64(37.973996853583124)] | Type: Normal Sound Range
[2025-02-12_17-04-59-155] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-04-59-155.wav | Frequencies: [np.float64(0.650982803204282), np.float64(19.45715267355021), np.float64(5.7865138062602846), np.float64(43.54351639210864), np.float64(10.126399160955499), np.float64(64.0133089817544), np.float64(85.92973002296523), np.float64(37.973996853583124), np.float64(33.634111498887904), np.float64(55.7675268078335)] | Type: Normal Sound Range
[2025-02-12_17-05-04-168] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-05-04-168.wav | Frequencies: [np.float64(2.4592683676606213), np.float64(19.45715267355021), np.float64(6.075839496573299), np.float64(63.000669065658855), np.float64(43.54351639210864), np.float64(38.91430534710042), np.float64(33.4894486537314), np.float64(85.78506717780873), np.float64(9.981736315798992), np.float64(24.15869514113669)] | Type: Normal Sound Range
[2025-02-12_17-05-09-203] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-05-09-203.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(19.45715267355021), np.float64(63.000669065658855), np.float64(5.641850961103778), np.float64(43.54351639210864), np.float64(66.68957161714978), np.float64(33.56178007630965), np.float64(10.198730583533752), np.float64(37.46767689553535), np.float64(55.98452107556826)] | Type: Normal Sound Range
[2025-02-12_17-05-14-217] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-05-14-217.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(19.45715267355021), np.float64(4.629211045008228), np.float64(43.54351639210864), np.float64(63.000669065658855), np.float64(9.981736315798992), np.float64(33.634111498887904), np.float64(23.79703802824542), np.float64(38.046328276161375), np.float64(15.551255854324516)] | Type: Normal Sound Range
[2025-02-12_17-05-19-229] Confidence: 0.90 | Text: my dad joke period | Audio: audio_logs/speech_2025-02-12_17-05-19-229.wav | Frequencies: [np.float64(0.506319958047775), np.float64(19.45715267355021), np.float64(5.424856693369017), np.float64(63.000669065658855), np.float64(43.54351639210864), np.float64(55.98452107556826), np.float64(25.315997902388748), np.float64(34.28509430209219), np.float64(86.00206144554349), np.float64(9.837073470642485)] | Type: Normal Sound Range
[2025-02-12_17-05-24-242] Confidence: 0.90 | Text: wake me up at 6:30 a.m. | Audio: audio_logs/speech_2025-02-12_17-05-24-242.wav | Frequencies: [np.float64(0.506319958047775), np.float64(19.45715267355021), np.float64(5.569519538525524), np.float64(63.000669065658855), np.float64(43.54351639210864), np.float64(10.198730583533752), np.float64(67.19589157519756), np.float64(83.97678161335239), np.float64(24.665015099184465), np.float64(37.901665431004865)] | Type: Normal Sound Range
[2025-02-12_17-05-29-256] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-05-29-256.wav | Frequencies: [np.float64(0.506319958047775), np.float64(19.45715267355021), np.float64(6.726822299777582), np.float64(43.54351639210864), np.float64(63.000669065658855), np.float64(10.488056273846766), np.float64(37.973996853583124), np.float64(67.1235601526193), np.float64(25.315997902388748), np.float64(14.39395309307246)] | Type: Normal Sound Range
[2025-02-12_17-05-34-269] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-05-34-269.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(19.45715267355021), np.float64(6.365165186886314), np.float64(43.54351639210864), np.float64(63.50698902370663), np.float64(9.981736315798992), np.float64(24.15869514113669), np.float64(15.117267318854994), np.float64(32.62147158279236), np.float64(78.62425634256162)] | Type: Normal Sound Range
[2025-02-12_17-05-39-282] Confidence: 0.90 | Text: OK Google | Audio: audio_logs/speech_2025-02-12_17-05-39-282.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(19.45715267355021), np.float64(4.629211045008228), np.float64(43.54351639210864), np.float64(33.56178007630965), np.float64(25.243666479810493), np.float64(63.28999475597187), np.float64(9.620079202907723), np.float64(81.51751324569176), np.float64(37.973996853583124)] | Type: Normal Sound Range
[2025-02-12_17-05-44-295] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-05-44-295.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(19.45715267355021), np.float64(62.928337643080596), np.float64(5.063199580477749), np.float64(43.54351639210864), np.float64(34.21276287951393), np.float64(24.086363718558438), np.float64(10.488056273846766), np.float64(15.695918699481023), np.float64(57.792806640024594)] | Type: Normal Sound Range
[2025-02-12_17-05-49-309] Confidence: 0.90 | Text: play Mickey Mouse Clubhouse soundtrack | Audio: audio_logs/speech_2025-02-12_17-05-49-309.wav | Frequencies: [np.float64(17.576535686515616), np.float64(0.650982803204282), np.float64(6.871485144934089), np.float64(22.639735266993366), np.float64(34.14043145693568), np.float64(62.928337643080596), np.float64(54.46556120142493), np.float64(43.54351639210864), np.float64(38.841973924522165), np.float64(30.162203215131736)] | Type: Normal Sound Range
[2025-02-12_17-05-54-322] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-05-54-322.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(19.45715267355021), np.float64(6.148170919151553), np.float64(43.54351639210864), np.float64(63.000669065658855), np.float64(37.973996853583124), np.float64(33.27245438599664), np.float64(9.837073470642485), np.float64(56.273846765881274), np.float64(14.683278783385473)] | Type: Normal Sound Range
[2025-02-12_17-05-59-357] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-05-59-357.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(19.45715267355021), np.float64(5.569519538525524), np.float64(62.928337643080596), np.float64(43.54351639210864), np.float64(55.91218965299), np.float64(32.62147158279236), np.float64(13.670638867289924), np.float64(9.475416357751216), np.float64(25.60532359270176)] | Type: Normal Sound Range
[2025-02-12_17-06-04-370] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-06-04-370.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(19.45715267355021), np.float64(3.9058968192256924), np.float64(62.928337643080596), np.float64(43.54351639210864), np.float64(33.56178007630965), np.float64(10.34339342869026), np.float64(25.243666479810493), np.float64(29.800546102240467), np.float64(66.8342344623063)] | Type: Normal Sound Range
[2025-02-12_17-06-09-383] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-06-09-383.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(19.45715267355021), np.float64(4.846205312742988), np.float64(62.928337643080596), np.float64(43.54351639210864), np.float64(56.12918392072476), np.float64(33.56178007630965), np.float64(10.632719119003273), np.float64(25.96698070559303), np.float64(38.19099112131788)] | Type: Normal Sound Range
[2025-02-12_17-06-14-418] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-06-14-418.wav | Frequencies: [np.float64(19.439494573141097), np.float64(0.7199812804867073), np.float64(6.407833396331695), np.float64(62.926363914538214), np.float64(43.558867469445794), np.float64(15.76759004265889), np.float64(24.047374768256024), np.float64(10.439728567057255), np.float64(38.01501160969814), np.float64(33.33513328653455)] | Type: Normal Sound Range
[2025-02-12_17-06-19-431] Confidence: 0.90 | Text: OK Google | Audio: audio_logs/speech_2025-02-12_17-06-19-431.wav | Frequencies: [np.float64(19.45715267355021), np.float64(1.301965606408564), np.float64(7.594799370716624), np.float64(43.54351639210864), np.float64(23.29071807019765), np.float64(65.02594889784996), np.float64(83.90445019077413), np.float64(55.91218965299), np.float64(39.05896819225693), np.float64(15.478924431746263)] | Type: Normal Sound Range
[2025-02-12_17-06-24-444] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-06-24-444.wav | Frequencies: [np.float64(0.506319958047775), np.float64(19.384821250971953), np.float64(62.928337643080596), np.float64(7.016147990090595), np.float64(43.54351639210864), np.float64(85.3510786423392), np.float64(24.303357986293197), np.float64(34.71908283756171), np.float64(39.13129961483518), np.float64(55.18887542720747)] | Type: Normal Sound Range
[2025-02-12_17-06-29-457] Confidence: 0.90 | Text: Iva 18 hours in love sucks | Audio: audio_logs/speech_2025-02-12_17-06-29-457.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(19.384821250971953), np.float64(4.0505596643822), np.float64(43.54351639210864), np.float64(73.0547368040361), np.float64(24.086363718558438), np.float64(64.15797182691091), np.float64(36.16571128912678), np.float64(56.346178188459525), np.float64(51.49997287571654)] | Type: Normal Sound Range
[2025-02-12_17-06-34-471] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-06-34-471.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(19.384821250971953), np.float64(4.629211045008228), np.float64(43.54351639210864), np.float64(62.928337643080596), np.float64(24.086363718558438), np.float64(9.837073470642485), np.float64(38.841973924522165), np.float64(27.919929115205875), np.float64(34.14043145693568)] | Type: Normal Sound Range
[2025-02-12_17-06-39-484] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-06-39-484.wav | Frequencies: [np.float64(0.14466284515650712), np.float64(19.384821250971953), np.float64(4.773873890164735), np.float64(62.928337643080596), np.float64(43.54351639210864), np.float64(9.475416357751216), np.float64(24.086363718558438), np.float64(33.634111498887904), np.float64(79.20290772318765), np.float64(39.637619572882954)] | Type: Normal Sound Range
[2025-02-12_17-06-44-519] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-06-44-519.wav | Frequencies: [np.float64(1.7359541418780855), np.float64(19.45715267355021), np.float64(43.54351639210864), np.float64(5.641850961103778), np.float64(62.928337643080596), np.float64(9.837073470642485), np.float64(33.56178007630965), np.float64(84.12144445850889), np.float64(23.869369450823676), np.float64(13.453644599555163)] | Type: Normal Sound Range
[2025-02-12_17-06-49-532] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_17-06-49-532.wav | Frequencies: [np.float64(19.45715267355021), np.float64(1.4466284515650711), np.float64(5.569519538525524), np.float64(63.000669065658855), np.float64(43.54351639210864), np.float64(24.15869514113669), np.float64(85.71273575523047), np.float64(9.692410625485977), np.float64(37.901665431004865), np.float64(81.22818755537875)] | Type: Normal Sound Range
