Timestamp,Vosk Raw,Vosk Phase,Vosk AM,Vosk FM,Vosk SSB,Sphinx Raw,Sphinx Phase,Sphinx AM,Sphinx FM,Sphinx SSB,Frequencies (Hz)
2025-05-04 20:29:22,"{
  ""text"" : """"
2025-05-05 01:38:10, I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing., I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,"12.4, 12.9, 11.8, 12.6, 15.5, 11.2, 12.1, 11.5, 12.7, 15.6"
2025-05-05 01:39:16, I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing., I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,"12.8, 12.3, 13.9, 12.5, 12.3, 16.2, 16.0, 12.4, 12.2, 12.5"
2025-05-05 01:39:37,,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"16.3, 15.2, 12.3, 16.4, 11.8, 14.9, 11.7, 11.9, 11.9, 12.1"
2025-05-05 01:39:41,,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"12.4, 12.8, 14.1, 11.5, 12.1, 11.9, 12.2, 15.8, 12.3, 12.2"
2025-05-05 01:40:38,,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"12.3, 11.3, 16.5, 11.6, 15.9, 11.8, 12.8, 12.3, 12.3, 12.5"
2025-05-05 01:41:26, I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one., I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing., I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,"12.2, 13.3, 10.8, 12.6, 16.5, 12.5, 14.0, 12.1, 12.7, 12.3"
2025-05-05 01:42:13,,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"16.1, 16.2, 11.4, 16.0, 14.8, 12.2, 13.1, 12.1, 12.2, 12.5"
2025-05-05 01:42:13, I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing., I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,"11.9, 15.4, 12.2, 12.0, 12.9, 12.3, 12.8, 11.6, 15.9, 12.2"
2025-05-05 01:42:33,,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"15.8, 12.5, 12.7, 12.8, 15.9, 12.0, 16.1, 15.5, 12.5, 11.4"
2025-05-05 01:43:06,,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"12.7, 12.5, 16.1, 12.6, 13.2, 16.8, 11.7, 16.5, 12.7, 12.4"
2025-05-05 01:43:56,,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"12.7, 12.3, 12.1, 16.6, 16.2, 12.4, 13.1, 12.0, 12.7, 12.0"
2025-05-05 01:44:45,,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"12.3, 12.0, 16.9, 13.3, 13.1, 11.5, 15.6, 12.0, 11.4, 12.5"
2025-05-05 01:45:35,,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"11.6, 16.0, 11.5, 12.2, 11.7, 16.4, 12.2, 12.7, 11.8, 12.1"
2025-05-05 01:46:33,, I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"16.6, 11.4, 16.9, 14.0, 12.4, 12.4, 12.0, 11.9, 12.3, 12.2"
2025-05-05 01:47:15,,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"11.0, 11.6, 17.1, 12.7, 11.9, 12.5, 12.4, 12.7, 13.2, 12.3"
2025-05-05 01:48:15,, I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"12.8, 11.9, 12.7, 11.8, 12.3, 11.9, 12.2, 10.9, 12.1, 13.0"
2025-05-05 01:49:22, I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one., I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing., I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,"11.5, 12.3, 11.5, 16.8, 11.6, 12.1, 11.9, 11.9, 16.5, 12.8"
2025-05-05 01:49:48,,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"16.9, 15.5, 15.1, 11.5, 16.5, 12.5, 12.1, 11.0, 11.9, 12.7"
2025-05-05 01:50:39,,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"12.4, 16.7, 12.2, 11.6, 16.5, 16.3, 11.9, 12.7, 12.9, 12.1"
2025-05-05 01:51:38,, I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one.,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"12.1, 16.8, 11.8, 16.4, 12.6, 12.4, 12.7, 11.5, 12.5, 12.2"
2025-05-05 01:52:19,,,, I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing. I'm going to do a little bit of the same thing.,,"11.6, 10.6, 11.8, 16.8, 16.9, 12.2, 12.2, 12.4, 16.8, 12.7"
